Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Mean,Flow IAT Mean,Flow IAT Std,SYN Flag Count,ACK Flag Count
54,1,1,37037.03704,0.0,0.0,0.0,0.0,54.0,0.0,0,1
42,3,0,71428.57143,1023809.524,14.33333333,0.0,12.25,21.0,25.45584412,0,1
4,2,0,500000.0,9250000.0,18.5,0.0,22.66666667,4.0,0.0,1,1
3,2,0,666666.6667,12300000.0,18.5,0.0,22.66666667,3.0,0.0,1,1
3,2,0,666666.6667,12300000.0,18.5,0.0,22.66666667,3.0,0.0,1,1
737,2,1,4070.556309,58344.64043,18.5,6.0,18.5,368.5,310.4198769,1,1
3,2,0,666666.6667,12300000.0,18.5,0.0,22.66666667,3.0,0.0,1,1
3,2,0,666666.6667,12300000.0,18.5,0.0,22.66666667,3.0,0.0,1,1
3,2,0,666666.6667,12300000.0,18.5,0.0,22.66666667,3.0,0.0,1,1
276,3,0,10869.56522,155797.1014,14.33333333,0.0,12.25,138.0,192.3330445,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
1,2,0,2000000.0,12000000.0,6.0,0.0,6.0,1.0,0.0,0,1
105,1,1,19047.61905,114285.7143,6.0,6.0,6.0,105.0,0.0,0,1
66,1,1,30303.0303,181818.1818,6.0,6.0,6.0,66.0,0.0,0,1
68,1,1,29411.76471,176470.5882,6.0,6.0,6.0,68.0,0.0,0,1
48,2,0,41666.66667,250000.0,6.0,0.0,6.0,48.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
16,1,1,125000.0,750000.0,6.0,6.0,6.0,16.0,0.0,0,1
63,1,1,31746.03175,190476.1905,6.0,6.0,6.0,63.0,0.0,0,1
17,1,1,117647.0588,705882.3529,6.0,6.0,6.0,17.0,0.0,0,1
123,1,1,16260.1626,97560.97561,6.0,6.0,6.0,123.0,0.0,0,1
4,2,0,500000.0,3000000.0,6.0,0.0,6.0,4.0,0.0,0,1
4,2,0,500000.0,3000000.0,6.0,0.0,6.0,4.0,0.0,0,1
49,2,0,40816.32653,244897.9592,6.0,0.0,6.0,49.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
46,1,1,43478.26087,0.0,0.0,0.0,0.0,46.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
251170,3,0,11.9441016,71.66460963,6.0,0.0,6.0,125585.0,177598.3534,0,1
49,2,0,40816.32653,244897.9592,6.0,0.0,6.0,49.0,0.0,0,1
62,1,1,32258.06452,0.0,0.0,0.0,0.0,62.0,0.0,0,1
175,2,1,17142.85714,102857.1429,6.0,6.0,6.0,87.5,23.33452378,0,1
37,1,1,54054.05405,0.0,0.0,0.0,0.0,37.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
3,2,0,666666.6667,4000000.0,6.0,0.0,6.0,3.0,0.0,0,1
96,1,1,20833.33333,125000.0,6.0,6.0,6.0,96.0,0.0,0,1
1,2,0,2000000.0,12000000.0,6.0,0.0,6.0,1.0,0.0,0,1
48,2,0,41666.66667,250000.0,6.0,0.0,6.0,48.0,0.0,0,1
1,2,0,2000000.0,12000000.0,6.0,0.0,6.0,1.0,0.0,0,1
999588,2,0,2.00082434,12.00494604,6.0,0.0,6.0,999588.0,0.0,0,1
75,1,1,26666.66667,160000.0,6.0,6.0,6.0,75.0,0.0,0,1
32,1,1,62500.0,375000.0,6.0,6.0,6.0,32.0,0.0,0,1
71693,2,2,55.79345264,3487.09079,37.0,88.0,57.4,23897.66667,41348.67743,0,0
60738,2,2,65.85663012,4511.179163,37.0,100.0,62.2,20246.0,35061.90451,0,0
126188,20,25,356.6107712,4881.605224,8.8,17.6,13.39130435,2867.909091,12377.64297,0,0
8003,15,6,2624.015994,2486192.678,1326.466667,0.0,904.4090909,400.15,1445.918039,0,0
1,2,0,2000000.0,617000000.0,308.5,0.0,411.3333333,1.0,0.0,1,1
50,1,2,60000.0,0.0,0.0,0.0,0.0,25.0,32.52691193,0,1
75,3,1,53333.33333,106666.6667,1.333333333,4.0,2.4,25.0,22.5166605,1,1
208,4,0,19230.76923,221153.8462,11.5,0.0,9.2,69.33333333,57.8388566,0,1
514004,3,1,7.782040607,11.67306091,0.0,6.0,1.2,171334.6667,150308.8093,0,1
60130920,5,3,0.133043033,29.08653318,43.2,511.0,194.3333333,8590131.429,22700000.0,0,0
60130912,5,3,0.133043051,30.46685871,42.6,539.6666667,203.5555556,8590130.286,22700000.0,0,0
3895966,5,1,1.540054508,46.45831098,27.0,46.0,32.42857143,779193.2,1688277.785,1,1
3895242,5,1,1.540340754,46.46694608,27.0,46.0,32.42857143,779048.4,1688348.684,1,1
3896308,5,1,1.539919329,46.45423308,27.0,46.0,32.42857143,779261.6,1688253.409,1,1
3895052,5,1,1.540415892,46.46921273,27.0,46.0,32.42857143,779010.4,1688400.959,1,1
3896461,5,1,1.539858862,46.45240899,27.0,46.0,32.42857143,779292.2,1696821.776,1,1
31020664,8,4,0.386838915,26.56293882,46.5,113.0,67.38461538,2820060.364,9317725.506,0,0
83718,4,2,71.66917509,5781.313457,46.0,150.0,75.71428571,16743.6,25063.96121,0,0
10706606,29,24,4.950214849,1154.614263,280.7586207,175.8333333,228.9259259,205896.2692,1092307.606,0,0
60166984,6,4,0.16620411,80.27658491,39.5,1148.25,439.0909091,6685220.444,20000000.0,0,0
24027,2,2,166.4793774,6992.133849,34.0,50.0,40.4,8009.0,13865.06671,0,0
1029807,3,3,5.826334449,17.47900335,0.0,6.0,2.571428571,205961.4,281152.7211,0,0
2979847,2,1,1.006763099,0.0,0.0,0.0,0.0,1489923.5,2085777.621,0,1
28315,1,1,70.63393961,423.8036376,6.0,6.0,6.0,28315.0,0.0,0,1
28466,1,1,70.25925666,421.5555399,6.0,6.0,6.0,28466.0,0.0,0,1
101027175,14,12,0.257356498,19.99462026,73.5,82.58333333,76.51851852,4041087.0,13900000.0,1,1
330,2,2,12121.21212,824242.4242,37.0,99.0,61.8,110.0,187.9281778,0,0
221,2,2,18099.54751,814479.638,37.0,53.0,43.4,73.66666667,87.11677986,0,0
302,2,2,13245.03311,1754966.887,35.0,230.0,113.0,100.6666667,133.0613893,0,0
283,2,2,14134.27562,1872791.519,35.0,230.0,113.0,94.33333333,156.461923,0,0
166,2,2,24096.38554,2240963.855,35.0,151.0,81.4,55.33333333,90.64950818,0,0
275,2,2,14545.45455,1345454.545,40.0,145.0,82.0,91.66666667,152.7099647,0,0
266,2,2,15037.59398,1526315.789,40.0,163.0,89.2,88.66666667,150.9779233,0,0
102033,2,2,39.20300295,2548.195192,32.0,98.0,58.4,34011.0,58898.38792,0,0
51453,2,2,77.74085087,5208.637009,32.0,102.0,60.0,17151.0,29701.20725,0,0
1140,2,2,3508.77193,278947.3684,36.0,123.0,70.8,380.0,644.3353164,0,0
293,2,2,13651.87713,1365187.713,36.0,164.0,87.2,97.66666667,163.9674764,0,0
1333970,41,42,62.22028981,7210.057198,64.97560976,165.5714286,114.5,16267.92683,105806.9064,0,0
187,1,1,10695.18717,0.0,0.0,0.0,0.0,187.0,0.0,0,1
1335604,41,42,62.14416848,7009.562715,66.53658537,157.952381,111.452381,16287.85366,106029.4368,0,0
111,1,1,18018.01802,0.0,0.0,0.0,0.0,111.0,0.0,0,1
143347,47,60,746.4404557,767898.8748,28.19148936,1812.516667,1019.222222,1352.330189,5067.810221,0,0
143899,46,58,722.7291364,774918.5192,28.80434783,1899.741379,1062.0,1397.07767,5193.055313,0,0
142605,45,58,722.274815,771894.3936,29.44444444,1875.017241,1058.423077,1398.088235,5168.857742,0,0
142499,46,53,694.7417175,711415.5187,28.54347826,1887.981132,1013.76,1454.071429,5309.869504,0,0
23828,27,31,2434.11113,2498321.303,6.0,1915.096774,1009.084746,418.0350877,2482.025641,0,0
119090,23,28,428.2475439,387891.5106,50.82608696,1608.035714,888.3461538,2381.8,6806.153122,0,0
23841,26,31,2390.83931,2496707.353,6.0,1915.096774,1026.37931,425.7321429,2505.018203,0,0
199037,47,63,552.661063,509322.3873,28.19148936,1588.079365,913.2792793,1826.027523,7265.55705,0,0
142923,46,60,741.6580956,678771.0865,28.41304348,1595.083333,906.6542056,1361.171429,5126.950789,0,0
446800,23,28,114.1450313,100147.7171,50.82608696,1556.321429,860.5,8936.0,38838.58757,0,0
141851,47,55,719.0643704,704443.3948,28.19148936,1792.745455,970.1553398,1404.465347,5197.681086,0,0
145376,51,60,763.5373101,767086.7268,26.09803922,1836.416667,995.6785714,1321.6,5012.191246,0,0
142904,47,56,720.7635895,739699.3786,27.93617021,1864.160714,1016.403846,1401.019608,5170.506395,0,0
142508,50,59,764.8693407,741881.1575,26.62,1769.372881,961.1272727,1319.518519,5030.679662,0,0
142561,48,59,750.5559024,782149.3957,27.47916667,1867.542373,1032.444444,1344.915094,5060.556533,0,0
142389,52,60,786.5776148,783220.614,25.71153846,1836.416667,986.920354,1282.783784,4960.836844,0,0
142403,45,58,723.2993687,739036.3967,29.31111111,1791.758621,1011.932692,1396.107843,5167.892471,0,0
142089,45,55,703.7842479,743942.1771,29.17777778,1898.054545,1046.594059,1435.242424,5235.340188,0,0
142098,49,58,753.0014497,743979.5071,27.04081633,1799.87931,978.8703704,1340.54717,5074.961667,0,0
128912,21,26,364.5897977,347105.0019,55.66666667,1676.038462,932.2083333,2802.434783,7805.472794,0,0
143215,50,61,775.0584785,778703.3481,26.74,1806.311475,995.7321429,1301.954545,4974.84197,0,0
185921,48,58,570.1346271,576470.6515,27.85416667,1824.844828,1001.663551,1770.67619,6585.672561,0,0
131198,29,50,602.1433254,716306.651,40.31034483,1856.18,1174.725,1682.025641,5587.656726,0,0
187746,48,64,596.5506589,539984.8732,27.72916667,1563.265625,897.1681416,1691.405405,6454.641398,0,0
188450,47,59,562.4834174,537935.792,28.19148936,1695.745763,947.4205607,1794.761905,6733.367527,0,0
300724,49,65,379.0851412,346776.4462,27.04081633,1583.984615,906.8173913,2661.274336,11511.58013,0,0
195652,49,60,557.1116063,547829.8203,27.40816327,1764.016667,974.4,1811.592593,7080.294859,0,0
143173,51,58,761.3167287,738477.2269,26.21568627,1799.87931,961.1818182,1325.675926,5048.135869,0,0
142748,47,57,728.5566173,771121.1365,28.19148936,1907.912281,1048.342857,1385.902913,5168.157484,0,0
142235,47,57,731.1843077,722860.0555,28.06382979,1780.649123,979.2,1380.92233,5136.347739,0,0
152597,42,51,609.4484164,635582.613,30.54761905,1876.568627,1031.787234,1658.663043,5994.383936,0,0
142263,47,58,738.0696316,743158.7974,28.31914894,1799.87931,997.3962264,1367.913462,5131.621368,0,0
142478,49,57,743.9745083,741995.2554,27.04081633,1831.45614,988.0186916,1356.933333,5113.686675,0,0
125417,29,55,669.7656618,795506.1913,40.31034483,1792.745455,1173.764706,1511.048193,5384.793514,0,0
188411,43,59,541.3696653,568724.756,30.53488372,1793.915254,1040.330097,1865.455446,6809.690942,0,0
141785,44,55,698.2402934,670726.8047,29.84090909,1705.2,950.99,1446.785714,5267.632333,0,0
155181,78,106,1185.712168,1400686.94,18.67948718,2036.820755,1174.918919,847.9836066,3831.64699,0,0
200946,47,56,512.5755178,504483.7917,28.19148936,1786.589286,974.75,1970.058824,7689.718094,0,0
142298,45,55,702.7505657,742765.1829,28.91111111,1898.054545,1046.475248,1437.353535,5230.061348,0,0
196861,44,58,518.132083,544343.4708,29.97727273,1824.844828,1040.38835,1949.118812,7331.503092,0,0
197144,45,56,512.3158706,514152.0919,29.17777778,1786.589286,993.745098,1971.44,7503.869585,0,0
142230,53,61,801.5186669,784138.3674,25.33962264,1806.311475,969.8086957,1258.672566,4920.129921,0,0
143922,46,59,729.561846,774711.302,28.54347826,1867.542373,1051.867925,1383.865385,5113.410947,0,0
142755,47,59,742.5309096,771125.3546,28.31914894,1843.237288,1028.803738,1359.571429,5101.981278,0,0
124970,31,50,648.1555573,775178.0427,37.70967742,1914.1,1181.390244,1562.125,5472.574571,0,0
142117,47,54,710.6820437,733789.7648,28.19148936,1906.648148,1022.392157,1421.17,5222.018688,0,0
142224,45,54,696.0850489,733111.1486,29.04444444,1906.648148,1042.66,1451.265306,5285.994782,0,0
143176,48,57,733.3631335,738336.034,27.47916667,1831.45614,997.2830189,1376.692308,5140.149288,0,0
142472,47,65,786.1193778,782637.992,28.06382979,1695.153846,986.7610619,1283.531532,4938.821871,0,0
185687,47,59,570.8531023,577132.4864,28.19148936,1793.915254,1001.551402,1768.447619,6538.518192,0,0
142746,42,56,686.5341235,771089.9079,31.4047619,1941.982143,1111.818182,1471.608247,5294.106612,0,0
185922,46,58,559.3743613,576370.7361,28.67391304,1824.844828,1020.571429,1805.067961,6613.593843,0,0
143435,49,58,745.9825008,767427.7547,27.04081633,1875.017241,1019.222222,1353.160377,5106.702298,0,0
186578,48,62,589.565758,543365.2413,27.72916667,1613.693548,913.3333333,1711.724771,6486.613146,0,0
190175,49,60,573.1563034,563575.654,27.28571429,1764.016667,974.3454545,1760.87963,6638.064806,0,0
142210,44,56,703.18543,784037.6907,29.84090909,1967.589286,1103.940594,1436.464646,5250.386241,0,0
142963,50,61,776.4246693,780075.9637,26.74,1806.311475,995.7321429,1299.663636,4983.149833,0,0
142878,48,61,762.8886183,780498.0473,27.72916667,1806.311475,1013.781818,1322.944444,5031.61888,0,0
190109,47,54,531.2741638,571430.0743,28.31914894,1987.092593,1065.039216,1901.09,6957.245624,0,0
143397,49,59,753.1538317,797785.1698,26.91836735,1916.627119,1049.541284,1340.158879,5055.910384,0,0
250001,19,27,183.999264,190567.2377,61.52631579,1721.222222,1013.659574,5555.577778,14812.28285,0,0
188539,45,59,551.6100117,560764.6163,29.31111111,1769.610169,1006.914286,1830.475728,6665.317717,0,0
142469,48,59,751.0405772,782696.5866,27.60416667,1867.542373,1032.5,1344.04717,5070.290861,0,0
23598,26,30,2373.082465,2400288.16,6.0,1882.866667,993.8245614,429.0545455,2520.110465,0,0
142921,49,58,748.6653466,739695.3562,27.04081633,1799.87931,978.8703704,1348.311321,5103.347085,0,0
142553,44,55,694.4785448,751818.6218,29.97727273,1924.636364,1071.74,1454.622449,5282.694366,0,0
142823,48,53,707.1690134,740160.8985,27.47916667,1969.679245,1036.392157,1428.23,5268.242589,0,0
143432,49,61,766.9139383,777483.4068,27.16326531,1806.311475,1004.648649,1315.889908,5041.479272,0,0
153205,69,116,1207.532391,1418478.509,20.50724638,1861.232759,1168.376344,832.6358696,3787.226689,0,0
118987,22,27,411.8096935,376057.8887,53.13636364,1613.962963,894.92,2478.895833,6984.071833,0,0
143445,48,59,745.930496,747227.1602,27.72916667,1794.152542,992.462963,1353.254717,5057.603266,0,0
24781,25,29,2179.088818,2226463.823,6.0,1897.37931,1003.272727,467.5660377,2600.032163,0,0
142625,45,55,701.1393514,771744.0841,29.31111111,1977.290909,1089.80198,1440.656566,5284.320834,0,0
144147,47,58,728.4230681,773502.05,27.93617021,1899.741379,1051.867925,1386.028846,5190.639999,0,0
312417,24,31,176.046758,157129.7337,48.70833333,1545.83871,876.6071429,5785.5,19878.41579,0,0
197560,44,56,506.1753391,542387.1229,29.84090909,1890.017857,1060.930693,1995.555556,7123.994517,0,0
207397,48,55,496.6320631,516777.0026,27.85416667,1924.381818,1030.557692,2033.303922,7326.844461,0,0
144045,48,58,735.8811483,754028.2551,27.60416667,1849.810345,1015.084112,1371.857143,5123.402956,0,0
201971,47,57,514.9254101,501923.5435,28.19148936,1755.245614,965.4666667,1960.883495,7720.190113,0,0
188080,43,56,526.3717567,562101.2335,30.53488372,1864.410714,1057.2,1919.183673,6947.385156,0,0
142377,46,62,758.5494848,752790.1276,28.80434783,1707.33871,983.3027523,1330.626168,5048.982697,0,0
196656,44,58,518.6721992,522862.2569,29.84090909,1750.189655,998.2912621,1947.089109,7362.870923,0,0
141942,47,56,725.6485043,744754.8999,28.06382979,1864.160714,1016.461538,1391.588235,5166.788118,0,0
142878,50,61,776.8865746,780498.0473,26.62,1806.311475,995.6785714,1298.890909,4990.23686,0,0
125846,30,53,659.5362586,792794.3677,38.96666667,1860.396226,1187.738095,1534.707317,5406.861392,0,0
119881,20,26,383.7138496,397410.7657,58.45,1787.423077,1013.659574,2664.022222,7118.845816,0,0
23547,25,28,2250.817514,2405232.089,6.0,2017.357143,1048.925926,452.8269231,2595.448019,0,0
142554,47,57,729.5481011,741515.4959,27.93617021,1831.45614,1006.72381,1384.019417,5173.533889,0,0
142702,44,53,679.7381957,720410.3657,29.70454545,1915.037736,1049.020408,1486.479167,5326.066832,0,0
142790,45,57,714.3357378,770894.3203,29.44444444,1907.912281,1068.699029,1413.762376,5229.24024,0,0
142342,41,50,639.305335,732461.2553,31.73170732,2059.18,1133.26087,1581.577778,5525.250715,0,0
142780,47,57,728.3933324,740383.8073,28.06382979,1831.45614,1006.780952,1386.213592,5166.932258,0,0
142852,49,56,735.026461,780598.1015,27.04081633,1967.589286,1051.981132,1373.576923,5152.03825,0,0
142799,49,59,756.3078173,760649.5844,27.16326531,1818.457627,996.5137615,1334.570093,5066.231797,0,0
142500,49,59,757.8947368,741880.7018,27.04081633,1769.372881,969.8899083,1331.775701,5082.437092,0,0
459291,46,60,230.790501,239651.9853,28.67391304,1812.516667,1028.691589,4374.2,25868.44722,0,0
196158,46,54,509.7931259,524220.2714,28.67391304,1879.833333,1018.118812,1981.393939,7331.954937,0,0
143476,49,57,738.7995205,767250.2718,27.16326531,1907.912281,1028.803738,1366.438095,5160.420723,0,0
118873,23,28,429.0293002,388599.5979,50.82608696,1608.035714,888.3461538,2377.46,6838.420713,0,0
23773,26,31,2397.678038,2503848.904,6.0,1915.096774,1026.37931,424.5178571,2494.042203,0,0
142438,45,57,716.1010405,772799.3934,29.44444444,1907.912281,1068.699029,1410.277228,5200.012568,0,0
152273,68,103,1122.983063,1427239.235,20.98529412,2096.145631,1263.546512,895.7235294,3941.060799,0,0
142918,48,58,741.6840426,780153.6545,27.35416667,1899.741379,1042.037383,1361.12381,5126.873066,0,0
142342,48,56,730.6346686,763091.7087,27.72916667,1915.875,1034.47619,1381.961165,5145.580321,0,0
196159,46,61,545.475864,546260.9414,28.54347826,1735.098361,992.1666667,1850.556604,7183.492207,0,0
188391,46,61,567.9676842,576641.1347,28.93478261,1759.065574,1005.87037,1777.273585,6695.439852,0,0
141887,43,58,711.8340651,745001.3039,30.53488372,1799.87931,1036.333333,1418.87,5208.188441,0,0
142743,50,58,756.604527,781278.2413,26.74,1899.741379,1023.137615,1334.046729,5070.055726,0,0
143077,48,58,740.8598167,789588.8228,27.60416667,1924.948276,1055.813084,1362.638095,5135.817381,0,0
145825,29,52,555.460312,684176.2386,40.31034483,1896.173077,1216.707317,1822.8125,5603.486864,0,0
142301,44,55,695.7083928,742833.8522,29.84090909,1898.054545,1057.06,1452.05102,5265.395734,0,0
143379,50,60,767.1974278,777812.6504,26.74,1836.416667,1004.702703,1315.40367,5024.365225,0,0
394746,48,56,263.4605544,271501.1678,27.47916667,1890.267857,1020.704762,3832.485437,20260.2038,0,0
62079,8,3,177.1935759,21037.71001,146.125,45.66666667,108.8333333,6207.9,10114.27018,0,0
122255,22,30,425.3404769,401537.7694,53.13636364,1597.366667,926.2264151,2397.156863,6748.428277,0,0
142443,47,55,716.075904,721846.6334,28.19148936,1845.4,998.2718447,1410.326733,5204.898034,0,0
23501,24,27,2170.12042,2409088.975,6.0,2091.555556,1088.884615,470.02,2636.028967,0,0
143365,48,61,760.2971437,767760.611,27.47916667,1782.803279,1000.636364,1327.453704,5026.18129,0,0
142825,47,57,728.1638369,770705.4087,28.19148936,1907.912281,1048.342857,1386.650485,5172.409953,0,0
119793,23,31,450.7775913,409790.2215,50.82608696,1545.83871,892.5454545,2260.245283,6669.291612,0,0
142885,46,57,720.8594324,790565.8397,28.54347826,1958.719298,1086.153846,1400.833333,5151.361147,0,0
23422,25,33,2476.304329,2356246.264,6.0,1667.818182,935.4915254,410.9122807,2404.117326,0,0
142724,43,62,735.685659,730626.9443,30.6744186,1660.629032,983.754717,1372.346154,5133.799265,0,0
143161,47,53,698.5142602,788999.7974,27.80851064,2106.54717,1118.356436,1446.070707,5270.741423,0,0
196340,49,60,555.1594173,545849.0374,27.16326531,1764.016667,974.2909091,1817.962963,7111.950527,0,0
118573,21,26,396.3802889,377370.9023,55.66666667,1676.038462,932.2083333,2577.673913,7097.417775,0,0
189314,48,59,565.198559,566138.7959,27.85416667,1793.915254,992.3888889,1785.981132,6711.834485,0,0
142909,40,52,643.7663128,729555.1715,32.525,1979.980769,1121.075269,1570.428571,5473.235176,0,0
144762,42,56,676.9732388,690236.388,31.4047619,1760.732143,1009.292929,1492.391753,5275.726576,0,0
142378,45,56,709.379258,742474.2587,29.31111111,1864.160714,1036.392157,1423.78,5221.177155,0,0
24067,23,28,2119.084223,2292018.116,6.0,1965.142857,1060.923077,481.34,2730.897921,0,0
119537,20,28,401.5493111,398554.4225,58.45,1659.75,972.2857143,2543.340426,7036.295256,0,0
142424,49,58,751.2778745,772875.3581,27.04081633,1875.017241,1019.222222,1343.622642,5102.0106,0,0
142848,49,60,763.0488351,760430.6676,27.28571429,1788.15,987.5090909,1322.666667,5024.264618,0,0
23488,22,27,2086.171662,2410507.493,6.0,2092.074074,1132.48,489.3333333,2699.186618,0,0
131864,40,49,674.9378147,735560.8809,32.225,1953.163265,1077.711111,1498.454545,5323.404759,0,0
142592,44,56,701.3016158,741359.9641,29.97727273,1864.160714,1046.653465,1440.323232,5272.157216,0,0
143358,43,59,711.5054619,737398.6802,30.6744186,1769.372881,1026.330097,1419.386139,5233.323401,0,0
142675,49,63,785.0008761,781608.5509,27.16326531,1748.968254,986.8672566,1285.36036,4967.096442,0,0
142797,47,58,735.3095653,740337.6822,28.19148936,1799.87931,997.3396226,1373.048077,5150.7102,0,0
142740,47,58,735.6031946,771122.3203,28.06382979,1875.017241,1038.396226,1372.5,5106.57542,0,0
142247,42,56,688.9424733,743115.8478,31.26190476,1864.160714,1067.737374,1466.463918,5288.035956,0,0
195966,47,57,530.7043058,517304.0221,28.19148936,1755.245614,965.4666667,1902.582524,7284.514924,0,0
186390,51,61,600.8906057,575052.3097,26.33333333,1735.098361,948.5309735,1679.189189,6433.109664,0,0
143354,48,59,746.4040069,737461.1103,27.60416667,1769.372881,978.8703704,1352.396226,5103.580841,0,0
142817,39,49,616.1731447,699426.5389,33.05128205,2012.265306,1122.359551,1641.574713,5635.645242,0,0
142734,52,61,791.6824303,781327.5043,25.71153846,1806.311475,978.2631579,1274.410714,4961.164282,0,0
127932,27,50,601.8822499,757230.4037,43.2962963,1914.1,1241.974359,1683.315789,5616.204802,0,0
187229,46,58,555.4695053,580155.8519,28.67391304,1850.051724,1034.495238,1817.757282,6663.834004,0,0
142653,49,61,771.1019046,781729.0909,27.16326531,1806.311475,1004.648649,1308.743119,4999.051779,0,0
38668,4,1,129.305886,13370.22861,129.25,0.0,86.16666667,9667.0,11441.58809,0,0
143726,49,58,744.4721206,735552.3705,27.04081633,1799.87931,978.8703704,1355.90566,5122.867712,0,0
122712,42,52,766.021253,790517.6348,30.97619048,1840.480769,1021.115789,1319.483871,5092.340652,0,0
234766,44,57,430.215619,444178.4586,29.97727273,1806.298246,1022.333333,2347.66,8419.380655,0,0
142541,51,68,834.8475176,782385.4189,26.21568627,1620.367647,929.35,1207.974576,4818.183476,0,0
146679,43,53,654.4904179,720580.3148,30.25581395,1969.679245,1089.628866,1543.989474,5370.103621,0,0
143835,41,52,646.5741996,714693.9201,31.73170732,1951.865385,1093.595745,1563.423913,5491.244336,0,0
119714,19,26,375.8958852,410060.6445,61.52631579,1843.115385,1067.173913,2720.772727,7256.270488,0,0
142820,47,53,700.1820473,730135.8353,28.06382979,1942.622642,1032.455446,1442.626263,5293.125026,0,0
189539,48,64,590.9074122,565466.7377,27.85416667,1653.765625,948.4778761,1707.558559,6628.725672,0,0
142826,46,58,728.1587386,770658.0034,28.67391304,1875.017241,1048.285714,1386.660194,5167.649797,0,0
23822,23,28,2140.87818,2559314.919,6.0,2172.5,1172.576923,476.44,2639.633386,0,0
187835,48,56,553.6774297,570596.5342,27.85416667,1890.017857,1020.742857,1823.640777,6758.33655,0,0
142291,43,60,723.8686916,732723.7844,30.25581395,1715.983333,1002.5,1395.009804,5194.920565,0,0
143701,47,62,758.5194258,755749.786,27.93617021,1730.467742,987.2909091,1330.564815,5084.522209,0,0
196404,48,57,534.6123297,516180.9332,27.72916667,1755.245614,956.4150943,1888.5,7301.28388,0,0
142241,43,54,681.9412124,702427.5701,30.53488372,1825.944444,1019.530612,1481.677083,5341.505696,0,0
224404,44,58,454.5373523,490526.0156,30.11363636,1875.017241,1068.699029,2221.821782,8086.512171,0,0
143577,43,55,682.5605773,756318.909,30.25581395,1950.709091,1096.868687,1480.175258,5316.455522,0,0
267407,75,105,673.1312195,812865.7814,19.50666667,2056.219048,1200.917127,1493.893855,7043.843827,0,0
