Flow Duration,Total Fwd Packets,Total Backward Packets,Flow Packets/s,Flow Bytes/s,Fwd Packet Length Mean,Bwd Packet Length Mean,Packet Length Mean,Flow IAT Mean,Flow IAT Std,SYN Flag Count,ACK Flag Count
7187822,4,0,0.556496808,3.338980848,6.0,0.0,6.0,2395940.667,4149023.239,0,1
901739,3,6,9.980715041,12900.62867,8.666666667,1934.5,1163.3,112717.375,318402.0317,0,0
7126496,5,0,0.701607073,4.209642439,6.0,0.0,6.0,1781624.0,3562501.336,0,1
903357,3,6,9.962838612,12877.5224,8.666666667,1934.5,1163.3,112919.625,319084.7684,0,0
7123335,4,0,0.561534731,3.369208383,6.0,0.0,6.0,2374445.0,4112104.258,0,1
902779,3,5,8.861526464,12885.76717,8.666666667,2321.4,1292.555556,128968.4286,340753.6937,0,0
7122419,5,0,0.702008686,4.212052113,6.0,0.0,6.0,1780604.75,3560019.516,0,1
902069,3,5,8.86850119,12895.90929,8.666666667,2321.4,1292.555556,128867.0,340429.3382,0,0
7121367,4,0,0.561689912,3.370139469,6.0,0.0,6.0,2373789.0,4110871.039,0,1
906594,3,5,8.824236648,12831.54312,8.666666667,2321.4,1292.555556,129513.4286,342302.3252,0,0
7115266,5,0,0.702714417,4.216286503,6.0,0.0,6.0,1778816.5,3556803.671,0,1
905592,3,5,8.8340003,12845.74069,8.666666667,2321.4,1292.555556,129370.2857,341876.4369,0,0
7109276,4,0,0.562645198,3.375871186,6.0,0.0,6.0,2369758.667,4103932.731,0,1
905985,3,5,8.83016827,12840.16844,8.666666667,2321.4,1292.555556,129426.4286,342021.0114,0,0
7107579,4,0,0.562779534,3.376677206,6.0,0.0,6.0,2369193.0,4102963.359,0,1
440356,3,6,20.43800925,26417.2624,8.666666667,1934.5,1163.3,55044.5,155121.0871,0,0
7093229,5,0,0.704897586,4.229385517,6.0,0.0,6.0,1773307.25,3545418.533,0,1
130586,3,6,68.92009863,89083.05638,8.666666667,1934.5,1163.3,16323.25,45637.87602,0,0
7040809,4,0,0.568116533,3.408699199,6.0,0.0,6.0,2346936.333,4064295.905,0,1
99076,3,6,90.83935565,117414.9138,8.666666667,1934.5,1163.3,12384.5,34522.91902,0,0
7010466,4,0,0.57057548,3.423452877,6.0,0.0,6.0,2336822.0,4047002.53,0,1
99854,3,5,80.11697078,116500.0901,8.666666667,2321.4,1292.555556,14264.85714,37199.09209,0,0
7007965,4,0,0.570779106,3.424674638,6.0,0.0,6.0,2335988.333,4045465.912,0,1
99343,3,6,90.59521053,117099.3427,8.666666667,1934.5,1163.3,12417.875,34666.27137,0,0
7006987,4,0,0.570858773,3.425152637,6.0,0.0,6.0,2335662.333,4044862.293,0,1
101190,3,5,79.05919557,114961.9528,8.666666667,2321.4,1292.555556,14455.71429,37858.15827,0,0
7003621,4,0,0.571133132,3.426798795,6.0,0.0,6.0,2334540.333,4043036.711,0,1
99737,3,5,80.21095481,116636.7547,8.666666667,2321.4,1292.555556,14248.14286,37266.25114,0,0
7001059,4,0,0.571342136,3.428052813,6.0,0.0,6.0,2333686.333,4041435.43,0,1
100287,3,6,89.7424392,115997.0884,8.666666667,1934.5,1163.3,12535.875,35089.36317,0,0
6999281,4,0,0.571487271,3.428923628,6.0,0.0,6.0,2333093.667,4040369.93,0,1
101436,3,6,88.72589613,114683.15,8.666666667,1934.5,1163.3,12679.5,35484.53747,0,0
6996959,4,0,0.571676924,3.430061545,6.0,0.0,6.0,2332319.667,4038954.846,0,1
85845,3,6,104.8401188,135511.678,8.666666667,1934.5,1163.3,10730.625,29899.38078,0,0
6993630,4,0,0.571949045,3.43169427,6.0,0.0,6.0,2331210.0,4037200.854,0,1
500825,3,6,17.97034892,23227.67434,8.666666667,1934.5,1163.3,62603.125,176295.563,0,0
6523113,4,0,0.613204156,3.679224934,6.0,0.0,6.0,2174371.0,3765423.034,0,1
906698,3,6,9.926127553,12830.07131,8.666666667,1934.5,1163.3,113337.25,320035.7366,0,0
6088411,5,0,0.821232338,4.927394028,6.0,0.0,6.0,1522102.75,3043017.519,0,1
904862,3,6,9.94626805,12856.10402,8.666666667,1934.5,1163.3,113107.75,319460.928,0,0
6087669,5,0,0.821332434,4.927994607,6.0,0.0,6.0,1521917.25,3043049.835,0,1
906939,3,5,8.820879905,12826.66199,8.666666667,2321.4,1292.555556,129562.7143,341796.1677,0,0
6084954,4,0,0.657359119,3.944154713,6.0,0.0,6.0,2028318.0,3512569.594,0,1
916317,3,6,9.821928437,12695.38817,8.666666667,1934.5,1163.3,114539.625,322729.2342,0,0
6072504,4,0,0.658706853,3.952241118,6.0,0.0,6.0,2024168.0,3505341.747,0,1
915747,3,5,8.736037355,12703.29032,8.666666667,2321.4,1292.555556,130821.0,345608.3921,0,0
6071099,4,0,0.658859294,3.953155763,6.0,0.0,6.0,2023699.667,3504505.453,0,1
916020,3,6,9.825112989,12699.50438,8.666666667,1934.5,1163.3,114502.5,323495.9807,0,0
6077709,4,0,0.658142731,3.948856387,6.0,0.0,6.0,2025903.0,3508391.02,0,1
915826,3,6,9.827194249,12702.19452,8.666666667,1934.5,1163.3,114478.25,323410.8252,0,0
6066574,4,0,0.659350731,3.956104384,6.0,0.0,6.0,2022191.333,3501531.817,0,1
912720,3,5,8.76501008,12745.42028,8.666666667,2321.4,1292.555556,130388.5714,344574.9989,0,0
6067515,4,0,0.659248473,3.955490839,6.0,0.0,6.0,2022505.0,3502586.053,0,1
446543,3,5,17.91540792,26051.24255,8.666666667,2321.4,1292.555556,63791.85714,168200.053,0,0
6062903,4,0,0.659749958,3.958499748,6.0,0.0,6.0,2020967.667,3499552.689,0,1
14457,3,5,553.3651518,804662.1014,8.666666667,2321.4,1292.555556,2065.285714,5015.481523,0,0
37277,3,6,241.4357379,312069.1043,8.666666667,1934.5,1163.3,4659.625,12773.44354,0,0
6044025,4,0,0.661810631,3.970863787,6.0,0.0,6.0,2014675.0,3488654.337,0,1
36129,3,4,193.750173,321985.1089,8.666666667,2901.75,1454.125,6021.5,13874.06403,0,0
6033004,6,0,0.994529425,5.967176551,6.0,0.0,6.0,1206600.8,2696652.872,0,1
21958,3,4,318.7904181,529510.8844,8.666666667,2900.25,1453.375,3659.666667,7883.064878,0,0
6037912,5,0,0.82810084,4.968605041,6.0,0.0,6.0,1509478.0,3016285.59,0,1
20840,3,4,335.8925144,557917.4664,8.666666667,2900.25,1453.375,3473.333333,7525.400419,0,0
6033843,5,0,0.828659281,4.971955684,6.0,0.0,6.0,1508460.75,3014921.611,0,1
19373,3,5,412.9458525,600165.1783,8.666666667,2320.2,1291.888889,2767.571429,6238.381517,0,0
6036893,4,0,0.662592496,3.975554975,6.0,0.0,6.0,2012297.667,3482091.508,0,1
16816,3,4,416.2702188,691424.8335,8.666666667,2900.25,1453.375,2802.666667,5889.273119,0,0
6036872,4,0,0.662594801,3.975568805,6.0,0.0,6.0,2012290.667,3484522.818,0,1
16392,3,4,427.0375793,709309.4192,8.666666667,2900.25,1453.375,2732.0,5489.226576,0,0
6033036,5,0,0.828770125,4.97262075,6.0,0.0,6.0,1508259.0,3015519.346,0,1
7357,3,5,1087.399755,1580399.619,8.666666667,2320.2,1291.888889,1051.0,1809.361674,0,0
6028764,5,0,0.829357394,4.976144364,6.0,0.0,6.0,1507191.0,3012639.418,0,1
6110,3,6,1472.99509,1902945.99,8.666666667,1933.5,1162.7,763.75,1861.891953,0,0
6023754,4,0,0.664037741,3.984226447,6.0,0.0,6.0,2007918.0,3477147.443,0,1
4948,3,6,1818.916734,2349838.319,8.666666667,1933.5,1162.7,618.5,1074.193385,0,0
6029868,5,0,0.829205548,4.975233289,6.0,0.0,6.0,1507467.0,3013931.416,0,1
840069,3,6,10.71340568,13840.52977,8.666666667,1933.5,1162.7,105008.625,295495.4513,0,0
5183903,4,0,0.771619376,4.629716258,6.0,0.0,6.0,1727967.667,2992066.138,0,1
839391,3,6,10.72205921,13858.8572,8.666666667,1934.5,1163.3,104923.875,295623.9927,0,0
5181899,5,0,0.964897232,5.78938339,6.0,0.0,6.0,1295474.75,2590072.865,0,1
869285,3,6,10.35333636,13382.26243,8.666666667,1934.5,1163.3,108660.625,306117.2189,0,0
5158948,4,0,0.775351874,4.652111244,6.0,0.0,6.0,1719649.333,2977945.843,0,1
859302,3,6,10.47361696,13537.73179,8.666666667,1934.5,1163.3,107412.75,302866.9662,0,0
5167366,4,0,0.774088772,4.64453263,6.0,0.0,6.0,1722455.333,2982771.337,0,1
901576,3,6,9.982519499,12902.96104,8.666666667,1934.5,1163.3,112697.0,318377.5621,0,0
5122415,4,0,0.780881674,4.685290044,6.0,0.0,6.0,1707471.667,2956905.466,0,1
901656,3,6,9.981633794,12901.81621,8.666666667,1934.5,1163.3,112707.0,318442.564,0,0
5121655,4,0,0.780997549,4.685985292,6.0,0.0,6.0,1707218.333,2956395.666,0,1
900927,3,5,8.879742754,12912.25593,8.666666667,2321.4,1292.555556,128703.8571,340105.7325,0,0
5120676,4,0,0.781146864,4.686881185,6.0,0.0,6.0,1706892.0,2955852.957,0,1
899992,3,5,8.888967902,12925.67045,8.666666667,2321.4,1292.555556,128570.2857,339713.1449,0,0
5116470,4,0,0.781789007,4.690734041,6.0,0.0,6.0,1705490.0,2953436.746,0,1
898313,3,5,8.905581907,12949.82929,8.666666667,2321.4,1292.555556,128330.4286,339018.5799,0,0
5114543,4,0,0.782083561,4.692501363,6.0,0.0,6.0,1704847.667,2952130.202,0,1
500999,3,6,17.96410771,23219.60722,8.666666667,1934.5,1163.3,62624.875,176680.4377,0,0
5035810,4,0,0.794311144,4.765866862,6.0,0.0,6.0,1678603.333,2906729.112,0,1
137228,3,6,65.58428309,84771.32947,8.666666667,1934.5,1163.3,17153.5,48078.43517,0,0
5035408,4,0,0.794374557,4.766247343,6.0,0.0,6.0,1678469.333,2906535.985,0,1
139720,3,5,57.25737189,83259.37589,8.666666667,2321.4,1292.555556,19960.0,52327.65963,0,0
5030796,4,0,0.795102803,4.770616817,6.0,0.0,6.0,1676932.0,2903886.236,0,1
136196,3,6,66.08123587,85413.66854,8.666666667,1934.5,1163.3,17024.5,47746.17081,0,0
5012236,4,0,0.798047019,4.788282116,6.0,0.0,6.0,1670745.333,2893166.289,0,1
132606,3,6,67.87023212,87726.04558,8.666666667,1934.5,1163.3,16575.75,46455.99542,0,0
5010694,4,0,0.798292612,4.789755671,6.0,0.0,6.0,1670231.333,2892319.315,0,1
108736,3,7,91.96586227,106983.8876,8.666666667,1658.142857,1057.545455,12081.77778,35709.78647,0,0
5001567,4,0,0.799749359,4.798496151,6.0,0.0,6.0,1667189.0,2887077.551,0,1
107698,3,6,83.56701146,108015.0049,8.666666667,1934.5,1163.3,13462.25,37656.49246,0,0
5002523,4,0,0.799596524,4.797579142,6.0,0.0,6.0,1667507.667,2887852.93,0,1
110346,3,6,81.56163341,105422.9424,8.666666667,1934.5,1163.3,13793.25,38686.31257,0,0
4999085,4,0,0.800146427,4.800878561,6.0,0.0,6.0,1666361.667,2885659.29,0,1
109533,3,6,82.16701816,106205.4358,8.666666667,1934.5,1163.3,13691.625,38269.48264,0,0
4997053,4,0,0.800471798,4.802830788,6.0,0.0,6.0,1665684.333,2884366.604,0,1
111384,3,6,80.80155139,104440.4941,8.666666667,1934.5,1163.3,13923.0,38958.7302,0,0
4994455,5,0,1.001110231,6.006661387,6.0,0.0,6.0,1248613.75,2495994.865,0,1
845529,3,6,10.64422391,13758.25075,8.666666667,1934.5,1163.3,105691.125,297686.5418,0,0
4178788,5,0,1.196519182,7.179115093,6.0,0.0,6.0,1044697.0,2088634.002,0,1
855664,3,6,10.51814731,13595.28974,8.666666667,1934.5,1163.3,106958.0,301442.5872,0,0
4163944,4,0,0.960627713,5.763766275,6.0,0.0,6.0,1387981.333,2403402.073,0,1
855363,3,6,10.52184862,13600.07389,8.666666667,1934.5,1163.3,106920.375,301289.5576,0,0
4161712,6,0,1.441714371,8.650286228,6.0,0.0,6.0,832342.4,1859487.704,0,1
918990,3,6,9.793360102,12658.46201,8.666666667,1934.5,1163.3,114873.75,324490.6896,0,0
4083781,4,0,0.979484453,5.87690672,6.0,0.0,6.0,1361260.333,2357207.413,0,1
918742,3,6,9.796003666,12661.87896,8.666666667,1934.5,1163.3,114842.75,324152.9864,0,0
4081885,4,0,0.979939415,5.879636491,6.0,0.0,6.0,1360628.333,2356182.037,0,1
920216,3,6,9.780312448,12641.59719,8.666666667,1934.5,1163.3,115027.0,324868.8408,0,0
4066947,4,0,0.983538758,5.901232546,6.0,0.0,6.0,1355649.0,2348049.481,0,1
920721,3,6,9.774948111,12634.66349,8.666666667,1934.5,1163.3,115090.125,325115.976,0,0
4065868,5,0,1.229749712,7.378498269,6.0,0.0,6.0,1016467.0,2032283.385,0,1
917809,3,5,8.716410495,12674.75041,8.666666667,2321.4,1292.555556,131115.5714,346440.2527,0,0
4064902,4,0,0.984033563,5.904201381,6.0,0.0,6.0,1354967.333,2346009.755,0,1
916963,3,4,7.633895806,12686.44427,8.666666667,2901.75,1454.125,152827.1667,373878.8429,0,0
4062912,5,0,1.230644424,7.383866547,6.0,0.0,6.0,1015728.0,2030780.722,0,1
914144,3,5,8.75135646,12725.56621,8.666666667,2321.4,1292.555556,130592.0,345089.3925,0,0
4061903,4,0,0.984760099,5.908560593,6.0,0.0,6.0,1353967.667,2345137.326,0,1
468441,3,5,17.07792443,24833.43687,8.666666667,2321.4,1292.555556,66920.14286,176536.6427,0,0
4051965,4,0,0.987175358,5.923052149,6.0,0.0,6.0,1350655.0,2339402.217,0,1
125016,3,6,71.99078518,93052.08933,8.666666667,1934.5,1163.3,15627.0,43662.97495,0,0
4037927,5,0,1.238259136,7.429554819,6.0,0.0,6.0,1009481.75,2017634.888,0,1
110745,3,6,81.26777733,105043.1171,8.666666667,1934.5,1163.3,13843.125,38716.26859,0,0
4036939,4,0,0.99084975,5.945098502,6.0,0.0,6.0,1345646.333,2329857.507,0,1
109074,3,4,64.17661404,106652.3644,8.666666667,2901.75,1454.125,18179.0,44052.89517,0,0
4035931,4,0,0.991097221,5.946583329,6.0,0.0,6.0,1345310.333,2329286.805,0,1
33238,3,4,210.6023226,349990.9742,8.666666667,2901.75,1454.125,5539.666667,12557.83033,0,0
4027908,5,0,1.241339177,7.448035059,6.0,0.0,6.0,1006977.0,2011280.886,0,1
29940,3,5,267.2010688,388543.7542,8.666666667,2321.4,1292.555556,4277.142857,10735.67237,0,0
4026434,4,0,0.993434886,5.960609313,6.0,0.0,6.0,1342144.667,2324659.29,0,1
30996,3,6,290.3600465,375112.9178,8.666666667,1933.5,1162.7,3874.5,6996.507762,0,0
4019245,5,0,1.244014734,7.464088405,6.0,0.0,6.0,1004811.25,2008528.533,0,1
67362,3,6,133.6064844,172604.7326,8.666666667,1933.5,1162.7,8420.25,19004.53331,0,0
3983206,4,0,1.004216202,6.02529721,6.0,0.0,6.0,1327735.333,2299065.93,0,1
28922,3,6,311.1817993,402012.309,8.666666667,1933.5,1162.7,3615.25,6598.476745,0,0
4021871,4,0,0.994561984,5.967371902,6.0,0.0,6.0,1340623.667,2320195.168,0,1
27914,3,4,250.7702228,416529.3401,8.666666667,2900.25,1453.375,4652.333333,7301.248624,0,0
4021271,4,0,0.994710379,5.968262273,6.0,0.0,6.0,1340423.667,2321141.496,0,1
66723,3,5,119.8986856,174257.7522,8.666666667,2320.2,1291.888889,9531.857143,20983.5688,0,0
3983689,5,0,1.255118058,7.530708346,6.0,0.0,6.0,995922.25,1990595.171,0,1
62037,3,5,128.9553009,187517.1269,8.666666667,2321.4,1292.555556,8862.428571,22717.34038,0,0
3979346,4,0,1.0051903,6.031141801,6.0,0.0,6.0,1326448.667,2296914.434,0,1
846121,3,4,8.273048417,13741.53342,8.666666667,2900.25,1453.375,141020.1667,343799.4803,0,0
3181945,5,0,1.571365941,9.428195648,6.0,0.0,6.0,795486.25,1590301.236,0,1
845800,3,4,8.276188224,13746.74864,8.666666667,2900.25,1453.375,140966.6667,343508.545,0,0
3179924,4,0,1.257891698,7.547350188,6.0,0.0,6.0,1059974.667,1835076.142,0,1
844770,3,4,8.286279106,13770.61212,8.666666667,2901.75,1454.125,140795.0,343590.4241,0,0
3179936,5,0,1.572358689,9.434152134,6.0,0.0,6.0,794984.0,1589309.4,0,1
877592,3,6,10.25533505,13255.5903,8.666666667,1934.5,1163.3,109699.0,309855.544,0,0
3141898,4,0,1.273115805,7.638694827,6.0,0.0,6.0,1047299.333,1813386.762,0,1
902470,3,6,9.972630669,12890.17917,8.666666667,1934.5,1163.3,112808.75,318712.1706,0,0
3115628,5,0,1.604812898,9.628877388,6.0,0.0,6.0,778907.0,1557120.671,0,1
895225,3,6,10.05333855,12994.49859,8.666666667,1934.5,1163.3,111903.125,316011.3723,0,0
3116250,4,0,1.283594063,7.70156438,6.0,0.0,6.0,1038750.0,1797725.082,0,1
894397,3,4,7.826502101,13006.52842,8.666666667,2901.75,1454.125,149066.1667,364696.2466,0,0
3113365,4,0,1.284783506,7.708701036,6.0,0.0,6.0,1037788.333,1796893.311,0,1
902189,3,6,9.975736791,12894.19401,8.666666667,1934.5,1163.3,112773.625,318556.2707,0,0
3105833,5,0,1.609874066,9.659244396,6.0,0.0,6.0,776458.25,1552233.838,0,1
884558,3,4,7.913556827,13151.20094,8.666666667,2901.75,1454.125,147426.3333,360612.9389,0,0
3090571,4,0,1.294259216,7.765555297,6.0,0.0,6.0,1030190.333,1783751.37,0,1
934541,3,6,9.630396098,12447.82198,8.666666667,1934.5,1163.3,116817.625,329989.2164,0,0
3040798,5,0,1.644305212,9.865831272,6.0,0.0,6.0,760199.5,1519818.333,0,1
930690,3,6,9.670244657,12499.32846,8.666666667,1934.5,1163.3,116336.25,328607.9171,0,0
3039360,4,0,1.31606654,7.896399242,6.0,0.0,6.0,1013120.0,1754146.586,0,1
516691,3,6,17.41853448,22514.42351,8.666666667,1934.5,1163.3,64586.375,182101.8805,0,0
3017875,5,0,1.65679493,9.940769581,6.0,0.0,6.0,754468.75,1508305.501,0,1
152727,3,6,58.92867666,76168.5884,8.666666667,1934.5,1163.3,19090.875,53498.45714,0,0
3014700,5,0,1.658539822,9.951238929,6.0,0.0,6.0,753675.0,1506182.696,0,1
151849,3,4,46.09842673,76608.99973,8.666666667,2901.75,1454.125,25308.16667,61610.46536,0,0
3012634,4,0,1.32774177,7.966450621,6.0,0.0,6.0,1004211.333,1738731.074,0,1
152672,3,7,65.4998952,76196.02809,8.666666667,1658.142857,1057.545455,16963.55556,50559.08813,0,0
3011082,5,0,1.660532659,9.963195954,6.0,0.0,6.0,752770.5,1504368.412,0,1
138621,3,6,64.92522778,83919.46386,8.666666667,1934.5,1163.3,17327.625,48573.93875,0,0
2990681,4,0,1.337488017,8.024928102,6.0,0.0,6.0,996893.6667,1725916.176,0,1
116449,3,6,77.2870527,99897.80934,8.666666667,1934.5,1163.3,14556.125,40775.98185,0,0
2988175,4,0,1.338609687,8.031658119,6.0,0.0,6.0,996058.3333,1724632.147,0,1
114647,3,5,69.77940984,101467.9843,8.666666667,2321.4,1292.555556,16378.14286,42902.172,0,0
